pathway	pval	padj	log2err	ES	NES	size	leadingEdge
HALLMARK_INTERFERON_ALPHA_RESPONSE	8.12995738404292e-07	1.27369332350006e-05	0.659444398037935	-0.501371309014841	-2.06184311007582	86	CMTR1 IFI30 CASP1 OAS1 TRIM14 IL15 IFIT2 CD74 IFI35 RIPK2 HELZ2 PSME2 USP18 MVB12A IRF9 ISG15 IFITM3 TRAFD1 NMI PSMB8 ISG20 TAP1 TRIM26 UBE2L6 IRF1 IFITM2 PSMB9 RTP4 DHX58 IRF7 IFI44 PARP12 IFI44L OGFR TRIM21 PSME1 IFIT3 STAT2 OASL LGALS3BP UBA7 HLA-C SLC25A28 GBP2 IRF2 LY6E TRIM5 IFITM1 SP110 RNF31 PLSCR1 SAMD9L CSF1 TRIM25 GBP4 CNP
HALLMARK_INTERFERON_GAMMA_RESPONSE	4.92763248907821e-11	1.15799363493338e-09	0.851339057116899	-0.480065926977495	-2.18394815840255	173	CSF2RB CFH PFKP CMTR1 IFI30 CASP1 CASP7 FPR1 IL18BP TRIM14 IL15 TNFAIP2 IFIT2 CD74 HLA-DMA SRI MYD88 ZBP1 IFI35 RIPK2 IL15RA CIITA IRF8 HLA-DRB1 HELZ2 PSMB10 PSME2 IRF4 USP18 IL10RA IRF9 ISG15 CASP4 IFITM3 TRAFD1 NMI UPP1 SELP PSMB8 VAMP8 NLRC5 VAMP5 ITGB7 ISG20 NOD1 PIM1 TAP1 IRF5 SECTM1 TRIM26 UBE2L6 MVP IRF1 IFITM2 PSMB9 NUP93 HLA-DQA1 RTP4 PTPN6 FGL2 RBCK1 DHX58 IRF7 IFI44 ICAM1 OAS3 PML PARP12 IFI44L OGFR ISOC1 TRIM21 PSME1 CD86 IFNAR2 OAS2 ARL4A IFIT3 STAT2 OASL GPR18 GZMA SLAMF7 TAPBP
HALLMARK_KRAS_SIGNALING_DN	0.537333333333333	0.573969696969697	0.0555947097758869	-0.243970322917749	-0.951704953787864	61	CAMK1D LFNG SLC25A23 SIDT1 CLSTN3 MEFV YPEL1 CHST2 PTPRJ MAST3 CPEB3 MTHFR IFI44L GTF3C5 DTNB GAMT SPHK2 CCDC106 PDE6B
HALLMARK_KRAS_SIGNALING_UP	0.0639097744360902	0.110749747215456	0.197822021315103	-0.321702804356808	-1.34393316152802	96	CTSS PPBP IL1B IGFBP3 CFH F13A1 LAT2 TRIB1 KLF4 TNFRSF1B IRF8 FCER1G HDAC9 G0S2 PLAUR IL10RA
HALLMARK_MITOTIC_SPINDLE	0.280701754385965	0.347183748845799	0.0813027345384498	-0.24621260328736	-1.10130178173003	152	EPB41L2 ARHGAP10 GSN CNTROB ARHGEF12 KPTN CCNB2 TAOK2 ARHGAP27 PREX1 MYO9B KIF3B RHOT2 ACTN4 FSCN1 YWHAE KLC1 VCL ARHGEF3 ATG4B TUBGCP6 NEDD9 KATNB1 KIF22 ARHGEF11 CAPZB ARHGEF2 MAP1S ARF6 SPTAN1 PLK1 CDC42 NCK2 ARFIP2 MARK4 SUN2 RACGAP1 ARHGDIA SAC3D1 PDLIM5 RHOF MYH9 NUSAP1 BIN1 CYTH2 NUMA1 CEP131 PLEKHG2 TPX2 PXN
HALLMARK_MTORC1_SIGNALING	0.000769236010559379	0.00258243517830649	0.477270815362862	-0.347651053111054	-1.5866142200832	179	SKAP2 IFI30 FDXR ASNS TXNRD1 CTSC PRDX1 CCNF SORD ELOVL5 ACLY PSMD13 DDX39A SHMT2 LTA4H SLC37A4 ABCF2 RPN1 NMT1 PSMC4 CALR RRP9 RPA1 SDF2L1 ITGB2 GOT1 QDPR FKBP2 RDH11 ENO1 RRM2 ALDOA CORO1A GPI FGL2 SEC11A BHLHE40 MLLT11 CYB5B MCM4 SLC6A6 UNG M6PR PSPH HMBS CCT6A TUBG1 PLK1 ARPC5L TPI1 PHGDH SLC1A5 ATP6V1D LGMN MCM2 NFYC ADIPOR2 PSME3 PFKL TOMM40 PGM1 NFKBIB YKT6 GAPDH IMMT PPIA PSAT1 DHCR24 STIP1 SLC9A3R1
HALLMARK_MYC_TARGETS_V1	0.0212114608288985	0.0474732694742015	0.352487857583619	-0.305331349148278	-1.4013537759937	185	CDK2 MCM5 COX5A NDUFAB1 CCT3 PSMB3 NME1 MRPS18B BUB3 CCT5 YWHAE SF3B3 TFDP1 HNRNPC CYC1 EXOSC7 PSMC4 HDGF RRP9 PSMA7 MCM7 EIF3D RAN DUT TXNL4A PHB MRPL9 SNRPA CAD EIF4A1 MRPL23 CDK4 MCM4 LSM2 PPM1G TUFM PRDX3 PCBP1 AIMP2 CCT4 IMPDH2 RUVBL2 PSMD8 PRPF31 AP3S1 NHP2 UBE2L3 FBL ODC1 MCM2 SNRPD2 MYC TRIM28 SNRPD3 RANBP1 YWHAQ EEF1B2 GOT2 PPIA HSP90AB1 TYMS NOP56 RPS3 LSM7 RPS10 RPL18 PHB2 PSMB2 RPLP0 PA2G4 POLE3 RPS6 CCT7 STARD7 RPL22 HSPE1 PCNA RPS2 EIF4H POLD2 SRSF3 SNRPG ILF2 PSMA2 APEX1 DEK HNRNPA3 EIF2S2 C1QBP ERH COPS5 CTPS1 RNPS1 ACP1 RPL34 EIF4E RPS5 HNRNPD PTGES3 HNRNPU SERBP1 RPL6
HALLMARK_MYC_TARGETS_V2	0.130666666666667	0.178255372945638	0.13880510939114	-0.328359760287291	-1.2713477181918	57	MCM5 DCTPP1 SORD RRP12 RRP9 PHB EXOSC5 CDK4 MCM4 UNG AIMP2 PLK1 TCOF1 IPO4 MYC PUS1 SLC19A1 NOP56 MYBBP1A BYSL TBRG4 FARSA PA2G4 NOC4L GRWD1 HSPE1
HALLMARK_MYOGENESIS	0.00455924586504396	0.0112781345082666	0.407017918923954	-0.387378606911857	-1.60963351567999	91	IGFBP3 PC CLU PTP4A3 PLXNB2 HDAC5 APP TNNC1 GSN MEF2C FXYD1 CFD GABARAPL2 PICK1 ADCY9 FDPS SIRT2 SYNGR2 GAA BHLHE40 TGFB1 GNAO1 SPTAN1 DMPK MYL6B CD36 MYOM2 PDLIM7 IGFBP7 NQO1 SH2B1 PFKM OCEL1 AK1 ITGB1 LSP1 COX7A1 MYH9 SH3BGR
HALLMARK_NOTCH_SIGNALING	0.0954478707782673	0.145548387096774	0.173747838999571	-0.455125355567939	-1.38165402867654	20	TCF7L2 DTX1 LFNG SAP30 PSENEN DTX2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.11324293930591e-12	5.23224181473778e-11	0.910119734774459	-0.499548770229091	-2.27093846592086	171	NDUFB5 NDUFA9 BAX CYB5A CASP7 ATP6V0B SDHA ACADVL ECHS1 MDH1 SUCLG1 HADHB COX5A TIMM13 OGDH NDUFAB1 MRPL34 ATP1B1 SDHC RHOT2 ATP6V0E1 BCKDHA ISCU HADHA DECR1 NDUFV1 COX6B1 CYC1 ECH1 NDUFS7 TIMM50 HTRA2 UQCR10 NDUFB6 MRPL11 TCIRG1 UQCRC1 SLC25A20 TIMM8B COX8A COX15 RETSAT POLR2F MFN2 NDUFB3 ECI1 TOMM22 IDH3B NDUFB1 NDUFA2 GPI COX7A2L NDUFS8 NDUFS4 UQCRFS1 MGST3 SLC25A12 MRPS15 COX6A1 NDUFS6 COX10 PRDX3 TIMM10 NDUFS3 NDUFS2 MRPS12 ACAA2 ACO2 NDUFB8 SURF1 CS NDUFA3 NDUFA4 ATP6V1D ETFB SLC25A11 NDUFB7 NDUFA7 DLST PDHB SDHB CPT1A NDUFC1 OXA1L COX5B NQO2 GOT2 ACAA1 IMMT UQCRH UQCR11 NDUFS1 NDUFA8 PMPCA SDHD IDH2 MRPL15 COX7C ALAS1 FDX1 NDUFC2
HALLMARK_P53_PATHWAY	1.00627815762281e-05	0.00011823768352068	0.593325476396405	-0.407272526173584	-1.81971669417435	153	TSC22D1 HMOX1 ABHD4 GLS2 PVT1 CDKN2A S100A10 SERTAD3 TM7SF3 PLXNB2 IFI30 FDXR BAX CASP1 MAPKAPK3 RXRA APP KLF4 RAB40C TAX1BP3 POLH TRAFD1 ISCU UPP1 RALGDS TP53 VAMP8 GM2A BLCAP FAM162A RHBDF2 TAP1 IP6K2 DGKA MKNK2 CCNK BAK1 BAIAP2 S100A4 RETSAT RNF19B CD82 AEN RAD51C DDB2 RPS27L TGFB1 RPS12
HALLMARK_PEROXISOME	0.182754182754183	0.232147205120178	0.112378519110475	-0.296005496074441	-1.20753035336983	81	YWHAH HMGCL PRDX1 DLG4 CLN6 ELOVL5 CADM1 GSTK1 ECH1 CAT HSD17B4 FDPS ACOT8 PRDX5 SLC25A19 RDH11 CTBP1 MVP RETSAT PEX13 ACSL5 HSD17B11 ISOC1 SLC25A17 TSPO ALDH9A1 ACAA1 DHCR24 IDH2 ABCC5 SLC35B2 ERCC1 PEX6 PEX14 FIS1 ABCD2 TOP2A PEX11B CLN8
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.0524967989756722	0.102806231327358	0.222056046145248	-0.340772528931519	-1.40139548922567	86	CDK2 RALB MKNK1 MYD88 RPS6KA1 PAK4 AKT1S1 CALR ECSIT NOD1 MKNK2 GRB2 AP2M1 PIN1 PPP1CA CFL1 PFN1 TRAF2 PLCG1 CDK4 YWHAB CSNK2B ARPC3 LCK ARHGDIA PRKAR2A ARF1 STAT2 THEM4 NFKBIB DUSP3 PRKCB TSC2
HALLMARK_PROTEIN_SECRETION	0.162972620599739	0.212769810227437	0.120985142145252	-0.301983955629643	-1.22556366303498	79	ICA1 CTSC PAM AP2B1 RER1 PPT1 GBF1 VPS45 AP2M1 ATP1A1 NAPA SEC24D CD63 COPE M6PR TMX1 ARFIP1 AP3S1 CLTA GOSR2 ARF1 AP2S1 SNAP23 IGF2R YKT6 STX12 ERGIC3 SCAMP3 ZW10 SCRN1
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.000938212420515613	0.00281135831420521	0.477270815362862	-0.49042273073931	-1.81852701174996	44	HHEX PDLIM1 PFKP MGST1 ATOX1 FES TXN MSRA SRXN1 TXNRD1 PRDX1 STK25
HALLMARK_SPERMATOGENESIS	0.532	0.573969696969697	0.0560595875032335	-0.245175114058126	-0.956404729083744	61	POMC HSPA1L TALDO1 CLPB MLF1 CCNB2 RPL39L PHKG2 CHFR
HALLMARK_TGF_BETA_SIGNALING	0.00545146335550232	0.0128109388854305	0.407017918923954	0.411196786750341	1.70870826889247	41	SMURF2 HIPK2 TGFBR1 ENG KLF10 BMPR2 BMPR1A SLC20A1 ID2 PPM1A FNTA FURIN TRIM33 TJP1 SKIL
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.436686390532544	0.500591715976331	0.0597317976364411	-0.228985995517408	-1.01733843696889	147	TSC22D1 IL1B TRIP10 TRIB1 SLC2A6 TNFAIP2 IFIT2 RCAN1 PLEK KLF4 CFLAR RIPK2 IL15RA G0S2 PLAUR TAP1 ETS2 CCL4 B4GALT5 IRF1 RNF19B PANX1 BHLHE40 ICAM1 SPSB1 EHD1
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.132743362831858	0.178255372945638	0.133554954557592	-0.299265792948639	-1.25005264298096	99	ASNS EIF4EBP1 EXOSC1 PDIA6 CXXC1 ARFGAP1 PREB DCTN1 SRPRB HYOU1 CALR RRP9 LSM1 YIF1A BANF1 WIPI1 ZBTB17 EXOSC5 EIF4A1 SEC11A ATP6V0D1 EDC4 EXOSC4 LSM4 NHP2 SHC1 GOSR2 KHSRP SPCS1 PSAT1 ALDH18A1 EEF2 NOP56 CKS1B PDIA5 RPS14 EIF4A2 POP4 FUS SERP1 ATF4 HERPUD1 CEBPB NOP14 IMP3 DDIT4
HALLMARK_UV_RESPONSE_DN	0.333766233766234	0.392175324675325	0.0776798560117236	-0.26394124626648	-1.07514423729751	82	PRKAR2B ANXA4 SLC7A1 ICA1 RXRA PIAS3 ANXA2 SRI GCNT1 MT1E SLC22A18 BCKDHB IRS1 ABCC1 WDR37 BHLHE40
HALLMARK_UV_RESPONSE_UP	0.0621951219512195	0.110749747215456	0.197822021315103	-0.313960363780411	-1.34804329663955	112	HMOX1 LYN CDKN1C ASNS CDK2 AQP3 CYB5R1 DLG4 PPT1 STK25 SIGMAR1 RPN1 UROD TAP1 PRKCD BAK1 RXRB BSG PSMC3 KLHDC3 IRF1 ALDOA MARK2 TMBIM6 MRPL23 CYB5B CDC34 ICAM1 NAT1 PRKACA WIZ MGAT1 ENO2 AP2S1 CLTB DGAT1 PARP2 YKT6 ACAA1 STIP1 CCNE1 ALAS1 BID ARRB2 CCND3 RAB27A FKBP4 POLE3 POLR2H PDAP1 BTG2 SQSTM1 CNP APOM
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.92358803986711	0.92358803986711	0.0736212741014394	0.181350610910559	0.700609526602821	29	DLL1 CUL1 AXIN2 MAML1 LEF1
HALLMARK_XENOBIOTIC_METABOLISM	0.000223074097426242	0.000953134779912125	0.518848077743792	-0.39506203277074	-1.70697201781361	117	DDAH2 HMOX1 PC IL1R1 GCNT2 ASL CYB5A SLC35B1 TKFC IRF8 PSMB10 MTHFD1 PTGDS ELOVL5 PGD GSTO1 SHMT2 UPP1 AKR1C3 ECH1 NMT1 CNDP2 AP4B1 CAT BLVRB ACP2 ETS2 RETSAT ALDH2 DHPS ABHD6 TMBIM6 HACL1 SLC6A6 DDT CBR1 ACO2 CD36 SLC1A5 NQO1 GART CYP2E1 MAN1A1 PDLIM5 ALDH9A1 DHRS7 BPHL ACOX3 ALAS1 DCXR NDRG2 SPINT2 COMT ADH5 LONP1 POR FAS PMM1 GSS GCLC ABCD2 ESR1 LPIN2 DHRS1
