pathway	pval	padj	log2err	ES	NES	size	leadingEdge
HALLMARK_COMPLEMENT	7.37550621100707e-06	3.93360331253711e-05	0.610526878385931	0.410921390647102	1.91592309773396	141	CD59 C1QC ADAM9 C1QA DUSP5 F3 FCER1G CD55 LGALS3 OLR1 CXCL1 PLAUR SERPINE1 USP14 GNAI3 PLSCR1 HSPA1A CD36 CTSL MAFF S100A9 ANG HSPA5 GNG2 PIM1 PDP1 DUSP6 CTSH KYNU PRCP CPQ GNB4 RBSN SERPINB2 CALM1 F5 PIK3CA PIK3CG PPP4C RABIF DOCK4 USP16 PRDM4 USP15 CA2 CASP3 CTSO CR1 FCN1 GMFB USP8 C2 DOCK10 CCL5 ATOX1 FDX1 LIPA STX4 PDGFB GNAI2
HALLMARK_DNA_REPAIR	0.920689655172414	0.96071964017991	0.0426733861156084	0.173097736771042	0.801015361195148	135	AK3 GTF2A2 DAD1 BOLA2 SMAD5 PNP MPC2 DCTN4 GTF2H5 COX17 NELFE ALYREF GTF2B SDCBP EDF1 TAF13 POLR2F PDE4B RBX1 RAE1 RFC4 ERCC8 TMED2 ADRM1 POLR2J MPG GUK1 TSG101 APRT NCBP2 RFC3 ERCC1 AK1 ERCC4 SUPT4H1 MRPL40 POLD4 POLR2C RPA3 POLE4 REV3L
HALLMARK_E2F_TARGETS	0.00267829582219761	0.00642790997327427	0.431707695803346	-0.327364739665346	-1.5790226389864	150	PAN2 SHMT1 HMGB2 MSH2 TP53 SSRP1 LMNB1 TIMELESS MCM7 PSMC3IP NCAPD2 ANP32E POLD3 TK1 RACGAP1 MCM3 UNG NOP56 ASF1B EED STMN1 DNMT1 RAD50 HNRNPD LIG1 RAD51C GSPT1 TMPO POLA2 DCLRE1B NOLC1 SMC6 POLD1 TUBG1 USP1 ORC2 KIF22 NASP TIPIN TACC3 RPA2 MXD3 PRKDC MMS22L ZW10
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	8.97493969159114e-05	0.000358997587663646	0.538434096309916	0.459486244048177	1.94030984852986	83	GPX7 HTRA1 CD59 ID2 TNFRSF12A CXCL8 AREG GADD45B PMP22 SDC4 LGALS1 GADD45A ENO2 CXCL1 PLAUR SERPINE1 EFEMP2 EMP3 CD44 VCAN PPIB SERPINH1 THBS1 TGM2 ANPEP CALU PVR ITGB1 VIM QSOX1 GLIPR1
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.00173561788968233	0.00462831437248621	0.45505986738723	0.367825794414407	1.62757313585932	107	SYNGR1 EGR3 AREG TOB1 KLF10 RPS6KA2 FKBP5 SLC22A5 DHRS3 NXT1 NRIP1 ELF1 SLC7A5 SLC2A1 CD44 SLC26A2 SNX24 INPP5F IL6ST OLFM1 CHPT1 ARL3 TGM2 BHLHE40 XBP1 PTGES DHCR7 MYC SLC39A6 B4GALT1 TIAM1 FDFT1 BCL2 KLF4 SH3BP5 SLC1A4 ABHD2 PMAIP1 ABCA3 FASN ELOVL5 TPD52L1 BLVRB ADD3 PAPSS2
HALLMARK_ESTROGEN_RESPONSE_LATE	2.5534015388179e-07	2.45126547726518e-06	0.674962860011025	0.468285387283591	2.07656832260721	108	ID2 EGR3 AREG NAB2 TOB1 RPS6KA2 FKBP5 SLC22A5 SGK1 NXT1 MAPK13 ST6GALNAC2 NRIP1 DNAJC1 SLC7A5 BATF DUSP2 CD44 SLC26A2 FABP5 IL6ST OLFM1 S100A9 CHPT1 ARL3 XBP1 PTGES DHCR7 BTG3 TIAM1 FDFT1 BCL2 PRLR KLF4 GALE IMPA2 SLC1A4 CA2 ABHD2 CD9 ABCA3 ZFP36 COX6C ELOVL5 TPD52L1 BLVRB ADD3 PAPSS2 ST14
HALLMARK_FATTY_ACID_METABOLISM	0.695271453590193	0.758477949371119	0.0562940749700968	0.199744194404411	0.901367618735175	117	S100A10 LDHA LGALS1 SLC22A5 PCBD1 GABARAPL1 IDI1 ENO2 HADH PRDX6 ACSL1 IL4I1 CD36 BLVRA GLUL HMGCS1 G0S2 LTC4S NCAPH2 ACOT2 OSTC SERINC1 CA2 GRHPR PTS FASN ELOVL5 HSP90AA1
HALLMARK_G2M_CHECKPOINT	0.549763033175355	0.659715639810427	0.083129129135339	-0.202813756728088	-0.962327951692964	135	SLC7A1 PRMT5 ODF2 LMNB1 NUMA1 INCENP SMC2 E2F2 RACGAP1 MCM3 KPNB1 STMN1 ORC5 RBM14 NOTCH2 HNRNPD GSPT1 KIF20B TMPO POLA2 NOLC1 KIF22 NASP NUP50 TACC3 RPA2 CHAF1A NUSAP1 UPF1 CASP8AP2 PURA UBE2C MEIS1 POLE HIRA CBX1 DR1 BUB3 MCM5
HALLMARK_GLYCOLYSIS	0.625423728813559	0.714769975786925	0.0597317976364411	0.201986252976658	0.931131231108596	129	AK3 AK4 LDHA ARPP19 ECD B4GALT4 ENO2 SLC25A13 TXN DDIT4 EXT2 CD44 VCAN TGFA ANG HSPA5 MERTK GNE B4GALT1 LHPP PGAM1 GFPT1 SDC3 QSOX1 POLR3K GALE ZNF292 TPI1 SRD5A3 CXCR4 ERO1A PGLS SOD1 CHST12 ENO1 ADORA2B CLN6 SLC35A3 PPIA GUSB PKM PKP2 VEGFA P4HA1 CHST2
HALLMARK_HEME_METABOLISM	0.0665499124343257	0.127775831873905	0.231126709673834	0.271636642470887	1.2733871148281	146	PRDX2 GYPC TNS1 ELL2 RNF19A MGST3 KLF3 TFRC TCEA1 TMEM9B SLC22A4 ARL2BP BACH1 RCL1 SLC2A1 CDC27 SLC30A1 BMP2K CLCN3 BLVRA FOXJ2 NUDT4 SDCBP RIOK3 DCUN1D1 TOP1 YPEL5 FOXO3 BTRC XPO7 VEZF1 SYNJ1 BNIP3L NNT PICALM EPOR FBXO34 USP15 RBM5 CA2 CAST
HALLMARK_HYPOXIA	0.00105480194773135	0.00297826432300618	0.45505986738723	0.358436043208812	1.64636634726678	131	AK4 RBPJ FBP1 BTG1 LDHA SDC4 F3 AMPD3 SLC2A3 KDM3A KLF7 NFIL3 ENO2 PLAUR S100A4 FOSL2 SERPINE1 B4GALNT2 GAPDH SLC2A1 DDIT4 TES PDK1 MAFF HEXA HSPA5 PIM1 ANXA2 TGM2 BHLHE40 DDIT3 ADM FOXO3 CDKN1A BCL2 SDC3 BNIP3L ATF3 PLIN2 LXN NDRG1 ZNF292 TPI1 CXCR4 GRHPR GBE1 ZFP36 NOCT ERO1A JMJD6 NR3C1 ENO1 ADORA2B HMOX1
HALLMARK_IL2_STAT5_SIGNALING	1.57879875870888e-05	7.57823404180265e-05	0.575610261071129	0.40203857062383	1.87450690368088	141	EMP1 SNX9 PHLDA1 TNFRSF21 MAP3K8 GADD45B CD86 TWSG1 SLC39A8 SLC2A3 DHRS3 IFNGR1 GABARAPL1 IL10 AHR SMPDL3A MYO1E NFIL3 ALCAM IFITM3 PRNP ITGAE BATF IL1R2 PNP PLSCR1 CD44 GSTO1 CD81 CCND2 MAFF PTGER2 PIM1 TGM2 BHLHE40 FURIN SERPINB6 XBP1 P2RX4 GLIPR2 MYC GALM TIAM1 ANXA4 BCL2 ARL4A PLIN2 SWAP70 BMPR2 NDRG1 NOP2 CA2 CASP3
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.00204929163999587	0.00517715782735799	0.431707695803346	0.439522570574456	1.75346974547228	62	IL1R1 TNFRSF21 MAP3K8 TNFRSF12A CXCL3 IFNGR1 PTPN1 CXCL1 CCR1 IL1R2 CD44 CD14 TLR2 CD36 IL6ST PIM1 SOCS3
HALLMARK_INFLAMMATORY_RESPONSE	3.17823299734003e-10	7.62775919361608e-09	0.814035837847908	0.49888668562744	2.31149528248971	137	IL1R1 C3AR1 GPR183 HIF1A EREG RIPK2 ATP2B1 CXCL8 PROK2 CLEC5A CCL2 SGMS2 MSR1 GNA15 HBEGF CALCRL KIF1B IRAK2 F3 CD55 IL18 OLR1 IL10 AHR AQP9 PTPRE MARCO ICOSLG PLAUR SERPINE1 GNAI3 TNFSF9 LDLR EMP3 TLR1 CD14 TLR2 PTGER2 GPR132 CD40 NAMPT P2RX4 SPHK1 PDE4B SRI CD82 MYC CCRL2 ADM ABI1 GABBR1 PVR EIF2AK2 NLRP3 CDKN1A RGS1 ADRM1 IFITM1 SLC31A2 FZD5 STAB1 ABCA1 ATP2C1 FPR1 ATP2A2 RELA NFKB1 ADGRE1 ICAM4 BST2 ADORA2B ITGA5 CCL5 CD69 MXD1 FFAR2
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.260770975056689	0.357628765792031	0.126875729929857	-0.250576028222178	-1.10991062673979	87	TRIM14 TRIM5 NMI RTP4 SAMD9L HERC6 IRF2 TRIM21 STAT2 NUB1 CMTR1 ADAR SP110 PARP12 RNF31 PSME2 MX1 TRAFD1 IFIT2 PARP9 UBA7 TAP1 OAS1 DDX60 GBP4 ISG20 IFIT3 OGFR SAMD9
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.67787610619469	0.756698909240584	0.0579754757571486	0.191350886766029	0.914500351117882	175	HIF1A RIPK2 UPP1 HLA-DQA1 CCL2 BTG1 CD86 HLA-DRB1 IFI30 PTPN1 IFITM3 FCGR1A ST8SIA4 PNP PLSCR1 HLA-DMA IFITM2 ARID5B ITGB7 HLA-B HLA-A PIM1 CD40 NAMPT EIF4E3 SOCS3 PDE4B SRI
HALLMARK_KRAS_SIGNALING_DN	0.0579399141630901	0.11587982832618	0.276500599254472	-0.34359074355268	-1.3741250962521	52	CCDC106 YPEL1 DLK2 MEFV PDE6B NRIP2 MAST3 CPEB3 NR6A1 GTF3C5 SPHK2 MX1 PDK2 CLSTN3
HALLMARK_KRAS_SIGNALING_UP	1.15926349924597e-07	1.39111619909517e-06	0.704975715167238	0.48181189160666	2.15726827701512	111	EMP1 DNMBP ID2 C3AR1 GYPC GADD45G PLAU GALNT3 EREG USP12 SATB1 HBEGF ADGRA2 FCER1G SPRY2 HDAC9 CAB39L ADAM17 PLAUR MAP7 F2RL1 ADAM8 GPNMB KCNN4 CCND2 EPB41L3 ENG BTBD3 ATG10 PTBP2 DUSP6 TRIB1 G0S2 RBM4 MTMR10 YRDC CCSER2 KLF4 PRDM1 ZNF639 LCP1 CA2 CROT CXCR4 FUCA1 MAFB STRN ERO1A
HALLMARK_MITOTIC_SPINDLE	0.123263888888889	0.211309523809524	0.165656695205483	0.25582404884286	1.21147078610386	158	PRC1 GSN TBCD TRIO KIF1B MYH10 NET1 ARF6 CDC42EP4 SHROOM1 WASL MYO1E RASA2 LLGL1 SPTBN1 CDC27 FGD4 CDC42EP1 BIN1 NEDD9 ALMS1 PCM1 EZR BCL2L11 ABI1 STK38L RANBP9 CD2AP TIAM1 WASF1 ARHGAP5 ALS2 DOCK4 CLIP1 CCDC88A PALLD CLASP1 PDLIM5 TUBGCP2 CKAP5 PPP4R2 RICTOR PKD2 CDC42 KNTC1 MAPRE1
HALLMARK_MTORC1_SIGNALING	9.46982258634317e-09	1.51517161381491e-07	0.747739663149885	0.437226249406442	2.08952374793558	172	SQLE ACSL3 STARD4 AK4 ACACA LDHA FADS2 INSIG1 CYP51A1 HMGCR ETF1 FADS1 SLC2A3 TFRC HSPA9 IFI30 UBE2D3 IDI1 RAB1A PSMD12 SLC7A5 NFIL3 SSR1 NUFIP1 TCEA1 EDEM1 PPA1 TBK1 GAPDH LDLR PNP SLC2A1 DDIT4 TES PDK1 SLA UFM1 TMEM97 SCD HSPA5 SERPINH1 BHLHE40 EEF1E1 NAMPT XBP1 HMGCS1 DDIT3 DHCR7 BCAT1 RRM2 ARPC5L CDKN1A RIT1 PNO1 PSMC2 PSMD14 PDAP1 SERP1 SLC1A4 GSK3B TPI1 CD9 CXCR4 GBE1 ELOVL5 ATP2A2 ERO1A PRDX1
HALLMARK_MYC_TARGETS_V1	0.238434163701068	0.342560553633218	0.116234148779716	0.228302405055042	1.09543288030269	181	EIF4E LDHA ETF1 RPS5 RPL14 ERH PSMD8 EIF4G2 DHX15 SLC25A3 GLO1 PSMD7 TRA2B U2AF1 HDDC2 RPLP0 UBE2E1 SNRPA1 PSMB3 XRCC6 MYC LSM7 SNRPD1 YWHAQ RFC4 SYNCRIP RPS10 PSMA6 MRPL23 ILF2 PSMD14 SSBP1 RPL34 C1QBP SNRPD2 RPS3 DDX21 HNRNPA1 RRM1 RAN RPL18 TXNL4A NCBP2 NHP2 UBA2 CTPS1 CYC1 SRSF3 KPNA2 VDAC1 RPL6 PPIA COX5A SRSF2 PSMD1 HNRNPC NDUFAB1 SNRPB2 RAD23B POLD2 SNRPD3 EEF1B2 HSPE1 NME1 CUL1 AP3S1 HNRNPA3 EIF4A1 PSMA1
HALLMARK_MYC_TARGETS_V2	0.944086021505376	0.96417295813315	0.0516355964484201	-0.178187928973479	-0.718363459386617	54	HK2 BYSL UNG NOP56 SLC19A1 MYBBP1A RRP9 NOLC1 FARSA SORD MCM5 NOP16 TBRG4 EXOSC5 PUS1 NDUFAF4 CBX3
HALLMARK_MYOGENESIS	0.0236855841090012	0.0516776380560027	0.352487857583619	0.333066697677605	1.42400348725152	92	TNNT1 DAPK2 GADD45B GPX3 GSN PDE4DIP HBEGF IGFBP7 PVALB PRNP ACSL1 SORBS3 LPIN1 BIN1 CD36 SCD TNNT3 CFD BHLHE40 FXYD1 MRAS CASQ1 SPHK1 TPM3 MEF2A MEF2D ITGB1 CDKN1A RIT1
HALLMARK_NOTCH_SIGNALING	0.565384615384615	0.661913696060037	0.0707899094502623	0.286344161743757	0.925933938393208	23	SKP1 PPARD JAG1 MAML2 ST3GAL6 RBX1 FZD5 PSENEN
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.000382216127523392	0.00141125954777868	0.49849310876659	0.350893655949899	1.6741477769564	171	UQCRQ LDHA MGST3 HSPA9 NDUFA4 NDUFA2 UQCR11 SLC25A3 OPA1 COX8A UQCR10 NQO2 NDUFB2 TIMM17A ACADSB NDUFC2 COX5B UQCRH TIMM10 ATP1B1 TIMM13 PMPCA COX17 VDAC2 PDP1 NDUFV2 NDUFA6 GRPEL1 COX6A1 POLR2F OAT NDUFC1 MTRR COX7A2 ATP6V1G1 NDUFS8 NDUFB4 NDUFB7 COX6B1 TIMM8B MRPS15 COX7C NNT NDUFA5 MRPS22 NDUFA3 NDUFA7 ATP6V1F SDHB COX6C ATP6V1H ACAT1 CYC1 TIMM9 COX4I1 VDAC1 UQCRB MRPS12 FDX1 UQCRFS1 COX5A
HALLMARK_P53_PATHWAY	0.021128766479125	0.0482943233808572	0.352487857583619	0.290069219999843	1.36892179588644	156	ALOX15B UPP1 TOB1 S100A10 BTG1 SLC35D1 HBEGF HINT1 PLK2 GADD45A IFI30 PTPRE RAP2B S100A4 TNFSF9 DDIT4 CD81 VDR CCND2 TGFA PPM1D HRAS CDKN2AIP SPHK1 DDIT3 CD82 DRAM1 FOXO3 PDGFA CDKN1A ZBTB16 CGRRF1 VAMP8 KLF4 TPRKB ATF3 PLK3 NDRG1 RPL18 SESN1 RALGDS FUCA1 DNTTIP2 RPS12 AK1 TPD52L1 ST14 HMOX1 NINJ1 MAPKAPK3 MXD1 SLC19A2 RPS27L SLC3A2
HALLMARK_PEROXISOME	0.981549815498155	0.981549815498155	0.042845050912155	0.162534691125149	0.664167702739723	72	FADS1 DHRS3 IDI1 ACSL1 GSTK1 ABCD3 HRAS FIS1 TSPO SEMA3C PEX13 ERCC1 ELOVL5 PRDX1 CTPS1 SOD1 CLN6 BCL10
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.118067978533095	0.211309523809524	0.172324344900946	0.298116700698843	1.2597580946182	82	ACACA EIF4E UBE2D3 CAB39L CAB39 TBK1 SLC2A1 PDK1 SLA HRAS DDIT3 UBE2N PPP2R1B ARPC3 CDKN1A TIAM1 RAC1 RIT1 PLCB1 GSK3B VAV3 PIKFYVE CXCR4 CFL1 HSP90B1 PRKAR2A CLTC MAPK8 RIPK1 AKT1 MAPK9 MAP2K3 ARF1 PPP1CA CALR PTPN11 ACTR2 TNFRSF1A
HALLMARK_PROTEIN_SECRETION	0.242647058823529	0.342560553633218	0.117249716749792	0.272331694356144	1.13586192128083	79	KIF1B CD63 AP1G1 SGMS1 GALC DNM1L CLCN3 SCRN1 NAPG SEC31A RAB2A COPE ARFGAP3 AP2S1 ARFGEF2 TMED2 PPT1 TSG101 STAM ABCA1 RAB5A ATP6V1H SOD1 COPB1 AP3B1 TMED10 ADAM10 CLTC VAMP3 AP3S1 CTSC ARF1 NAPA ATP1A1 STX16 SCAMP1
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.119850187265918	0.211309523809524	0.175204047558551	0.345281214200413	1.30874653192684	45	PRDX2 GPX3 PRNP PRDX6 OXSR1 TXN JUNB LAMTOR5 SRXN1 NDUFA6 NDUFB4 CDKN2D PRDX1 SOD1 ATOX1 MGST1 LSP1 FTL IPCEF1
HALLMARK_SPERMATOGENESIS	0.353817504655494	0.471756672873991	0.0943563635421779	0.275711240169652	1.0688142451482	54	AGFG1 PEBP1 SIRT1 MAP7 GSTM3 LPIN1 IFT88 BRAF PGS1 MLLT10 RFC4 ZC3H14 DBF4 MAST2 ARL4A
HALLMARK_TGF_BETA_SIGNALING	0.000446613664097931	0.00142916372511338	0.49849310876659	0.528329854491957	1.96671466217821	42	ID2 ID1 KLF10 UBE2D3 SMAD7 TGIF1 CTNNB1 SERPINE1 SPTBN1 PPM1A JUNB ENG SMAD3 THBS1 FURIN SKIL BMPR2 TGFBR1 CDK9 RHOA SMURF2
HALLMARK_TNFA_SIGNALING_VIA_NFKB	3.09905125223236e-20	1.48754460107154e-18	1.16017957183021	0.580065078254792	2.76754693276347	171	ID2 PHLDA1 GPR183 PLAU EGR3 MAP3K8 RIPK2 ATP2B1 NR4A3 AREG CXCL2 CXCL3 GADD45B CCL2 BTG1 SDC4 HBEGF BCL2A1 KLF10 PLK2 ETS2 FOSL1 DUSP5 F3 SGK1 SLC2A3 GADD45A IL18 OLR1 JAG1 PTPRE TGIF1 TANK NFIL3 NR4A1 CXCL1 ICOSLG PLAUR FOSL2 SLC16A6 SERPINE1 F2RL1 REL TNFSF9 DUSP2 LDLR CD44 NFE2L2 EGR2 TLR2 JUNB PHLDA2 IL6ST MAFF NFAT5 SMAD3 SERPINB8 MCL1 BHLHE40 KYNU NAMPT TRIB1 SOCS3 SPHK1 CCNL1 PDE4B G0S2 NR4A2 MYC EGR1 CCRL2 SERPINB2 KLF9 DRAM1 NFKBIE TUBB2A BTG3 B4GALT1 CDKN1A YRDC CLCF1 KLF4 ATF3 BIRC2
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.143884892086331	0.222789510327222	0.155241966228839	0.273103640201304	1.18954958909493	101	CCL2 EIF4E BAG3 EIF2AK3 HSPA9 SLC7A5 SSR1 EIF4A3 NABP1 EDEM1 DDIT4 NFYA HSPA5 DNAJC3 SEC31A XBP1 YWHAZ TUBB2A DCP1A ATF3 SERP1 SLC1A4 RPS14 NHP2 CEBPG ERO1A FUS ATP6V0D1 ATF6 CNOT2 HSP90B1 LSM4 VEGFA BANF1 HERPUD1 PDIA6 SPCS3 EIF4A1 PAIP1 ATF4 CALR TTC37 CEBPB POP4
HALLMARK_UV_RESPONSE_DN	0.392290249433107	0.500791802515137	0.0999276973731092	-0.234313702514706	-1.03787768629338	87	IGF1R BCKDHB PIAS3 SLC7A1 MRPS31 LPAR1 PRKCA PIK3CD IRS1 SPOP RBPMS NOTCH2 RXRA ABCC1
HALLMARK_UV_RESPONSE_UP	0.141623488773748	0.222789510327222	0.153158808683073	0.265929712065152	1.19693641613694	114	CXCL2 GPX3 BTG1 TFRC ENO2 NR4A1 DNAJB1 BID JUNB IL6ST OLFM1 NUP58 HSPA13 FURIN GRPEL1 EIF5 AP2S1 BCL2L11 RFC4 BTG3 ARRB2 ATF3 MRPL23 PPT1 PDAP1 DDX21 CREG1 CA2 CASP3 ATP6V1F HLA-F CEBPG MSX1 CDC5L HMOX1 RHOB SIGMAR1 PPP1R2 RPN1 DGAT1 CNP CLTB TGFBRAP1 FOS FOSB TST AGO2 SULT1A1
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.231660231660232	0.342560553633218	0.12384217120105	0.351917182329417	1.17121929058003	26	RBPJ PPARD JAG1 ADAM17 CTNNB1 CCND2 MYC
HALLMARK_XENOBIOTIC_METABOLISM	0.128472222222222	0.21264367816092	0.161978948883402	0.260175744410173	1.18897429793075	127	IL1R1 ID2 SERTAD1 UPP1 FBP1 SLC35D1 ARPP19 ETS2 PPARD NDRG2 GABARAPL1 AQP9 LEAP2 SERPINE1 PEMT GSTO1 DDAH2 CD36 TMEM97 CYP2S1 KYNU MAN1A1 PTGES BCAT1 GNMT
